old_path,new_path,action,reason,size_bytes
outputs/defense/final_thesis/real/uci_har/seed_123/lstm/noise/fixed_attacker/trace.json,outputs/experiments/uci_har/seed_123/lstm/noise/fixed_attacker/trace.json,copy,Normalize main matrix artifact.,377
outputs/defense/final_thesis/real/uci_har/seed_123/lstm/noise/fixed_attacker/defense_report.json,outputs/experiments/uci_har/seed_123/lstm/noise/fixed_attacker/defense_report.json,copy,Normalize main matrix artifact.,2068
outputs/defense/final_thesis/real/uci_har/seed_123/lstm/noise/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_123/lstm/noise/fixed_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,2090
generated,outputs/experiments/uci_har/seed_123/lstm/noise/fixed_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_123/lstm/noise/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_123/lstm/noise/retrain_attacker/confusion.json,copy,Normalize main matrix artifact.,2070
outputs/defense/final_thesis/real/uci_har/seed_123/lstm/noise/retrain_attacker/classification_report.txt,outputs/experiments/uci_har/seed_123/lstm/noise/retrain_attacker/classification_report.txt,copy,Normalize main matrix artifact.,178
outputs/defense/final_thesis/real/uci_har/seed_123/lstm/noise/retrain_attacker/trace.json,outputs/experiments/uci_har/seed_123/lstm/noise/retrain_attacker/trace.json,copy,Normalize main matrix artifact.,381
outputs/defense/final_thesis/real/uci_har/seed_123/lstm/noise/retrain_attacker/defense_report.json,outputs/experiments/uci_har/seed_123/lstm/noise/retrain_attacker/defense_report.json,copy,Normalize main matrix artifact.,2068
outputs/defense/final_thesis/real/uci_har/seed_123/lstm/noise/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_123/lstm/noise/retrain_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,2070
generated,outputs/experiments/uci_har/seed_123/lstm/noise/retrain_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/real_public_benchmark/uci_har/seed_123/adaptive_ldp/json_reports/mlp_baseline_confusion_test.json,outputs/experiments/uci_har/seed_123/mlp/baseline/baseline_confusion.json,copy,Normalize baseline confusion file.,2066
outputs/defense/real_public_benchmark/uci_har/seed_123/adaptive_ldp/json_reports/mlp_baseline_confusion_test.json,outputs/experiments/uci_har/seed_123/mlp/baseline/baseline_metrics.json,copy,Use baseline confusion metrics as baseline metrics artifact.,2066
generated,outputs/experiments/uci_har/seed_123/mlp/baseline/baseline_classification_report.txt,write,Write derived baseline report from existing metrics.,0
generated,outputs/experiments/uci_har/seed_123/mlp/baseline/source_manifest.json,write,Write baseline source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/adaptive_ldp/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_123/mlp/adaptive_ldp/fixed_attacker/confusion.json,copy,Normalize main matrix artifact.,2042
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/adaptive_ldp/fixed_attacker/classification_report.txt,outputs/experiments/uci_har/seed_123/mlp/adaptive_ldp/fixed_attacker/classification_report.txt,copy,Normalize main matrix artifact.,182
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/adaptive_ldp/fixed_attacker/trace.json,outputs/experiments/uci_har/seed_123/mlp/adaptive_ldp/fixed_attacker/trace.json,copy,Normalize main matrix artifact.,390
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/adaptive_ldp/fixed_attacker/defense_report.json,outputs/experiments/uci_har/seed_123/mlp/adaptive_ldp/fixed_attacker/defense_report.json,copy,Normalize main matrix artifact.,2110
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/adaptive_ldp/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_123/mlp/adaptive_ldp/fixed_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,2042
generated,outputs/experiments/uci_har/seed_123/mlp/adaptive_ldp/fixed_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/adaptive_ldp/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_123/mlp/adaptive_ldp/retrain_attacker/confusion.json,copy,Normalize main matrix artifact.,2070
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/adaptive_ldp/retrain_attacker/classification_report.txt,outputs/experiments/uci_har/seed_123/mlp/adaptive_ldp/retrain_attacker/classification_report.txt,copy,Normalize main matrix artifact.,184
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/adaptive_ldp/retrain_attacker/trace.json,outputs/experiments/uci_har/seed_123/mlp/adaptive_ldp/retrain_attacker/trace.json,copy,Normalize main matrix artifact.,394
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/adaptive_ldp/retrain_attacker/defense_report.json,outputs/experiments/uci_har/seed_123/mlp/adaptive_ldp/retrain_attacker/defense_report.json,copy,Normalize main matrix artifact.,2110
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/adaptive_ldp/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_123/mlp/adaptive_ldp/retrain_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,2070
generated,outputs/experiments/uci_har/seed_123/mlp/adaptive_ldp/retrain_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/ldp/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_123/mlp/ldp/fixed_attacker/confusion.json,copy,Normalize main matrix artifact.,1585
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/ldp/fixed_attacker/classification_report.txt,outputs/experiments/uci_har/seed_123/mlp/ldp/fixed_attacker/classification_report.txt,copy,Normalize main matrix artifact.,173
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/ldp/fixed_attacker/trace.json,outputs/experiments/uci_har/seed_123/mlp/ldp/fixed_attacker/trace.json,copy,Normalize main matrix artifact.,372
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/ldp/fixed_attacker/defense_report.json,outputs/experiments/uci_har/seed_123/mlp/ldp/fixed_attacker/defense_report.json,copy,Normalize main matrix artifact.,2054
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/ldp/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_123/mlp/ldp/fixed_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,1585
generated,outputs/experiments/uci_har/seed_123/mlp/ldp/fixed_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/ldp/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_123/mlp/ldp/retrain_attacker/confusion.json,copy,Normalize main matrix artifact.,2095
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/ldp/retrain_attacker/classification_report.txt,outputs/experiments/uci_har/seed_123/mlp/ldp/retrain_attacker/classification_report.txt,copy,Normalize main matrix artifact.,175
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/ldp/retrain_attacker/trace.json,outputs/experiments/uci_har/seed_123/mlp/ldp/retrain_attacker/trace.json,copy,Normalize main matrix artifact.,376
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/ldp/retrain_attacker/defense_report.json,outputs/experiments/uci_har/seed_123/mlp/ldp/retrain_attacker/defense_report.json,copy,Normalize main matrix artifact.,2054
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/ldp/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_123/mlp/ldp/retrain_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,2095
generated,outputs/experiments/uci_har/seed_123/mlp/ldp/retrain_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/noise/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_123/mlp/noise/fixed_attacker/confusion.json,copy,Normalize main matrix artifact.,1643
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/noise/fixed_attacker/classification_report.txt,outputs/experiments/uci_har/seed_123/mlp/noise/fixed_attacker/classification_report.txt,copy,Normalize main matrix artifact.,175
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/noise/fixed_attacker/trace.json,outputs/experiments/uci_har/seed_123/mlp/noise/fixed_attacker/trace.json,copy,Normalize main matrix artifact.,376
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/noise/fixed_attacker/defense_report.json,outputs/experiments/uci_har/seed_123/mlp/noise/fixed_attacker/defense_report.json,copy,Normalize main matrix artifact.,2068
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/noise/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_123/mlp/noise/fixed_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,1643
generated,outputs/experiments/uci_har/seed_123/mlp/noise/fixed_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/noise/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_123/mlp/noise/retrain_attacker/confusion.json,copy,Normalize main matrix artifact.,2060
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/noise/retrain_attacker/classification_report.txt,outputs/experiments/uci_har/seed_123/mlp/noise/retrain_attacker/classification_report.txt,copy,Normalize main matrix artifact.,177
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/noise/retrain_attacker/trace.json,outputs/experiments/uci_har/seed_123/mlp/noise/retrain_attacker/trace.json,copy,Normalize main matrix artifact.,380
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/noise/retrain_attacker/defense_report.json,outputs/experiments/uci_har/seed_123/mlp/noise/retrain_attacker/defense_report.json,copy,Normalize main matrix artifact.,2068
outputs/defense/final_thesis/real/uci_har/seed_123/mlp/noise/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_123/mlp/noise/retrain_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,2060
generated,outputs/experiments/uci_har/seed_123/mlp/noise/retrain_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/real_public_benchmark/uci_har/seed_2026/adaptive_ldp/json_reports/lstm_baseline_confusion_test.json,outputs/experiments/uci_har/seed_2026/lstm/baseline/baseline_confusion.json,copy,Normalize baseline confusion file.,2047
outputs/defense/real_public_benchmark/uci_har/seed_2026/adaptive_ldp/json_reports/lstm_baseline_confusion_test.json,outputs/experiments/uci_har/seed_2026/lstm/baseline/baseline_metrics.json,copy,Use baseline confusion metrics as baseline metrics artifact.,2047
generated,outputs/experiments/uci_har/seed_2026/lstm/baseline/baseline_classification_report.txt,write,Write derived baseline report from existing metrics.,0
generated,outputs/experiments/uci_har/seed_2026/lstm/baseline/source_manifest.json,write,Write baseline source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/adaptive_ldp/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/lstm/adaptive_ldp/fixed_attacker/confusion.json,copy,Normalize main matrix artifact.,2075
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/adaptive_ldp/fixed_attacker/classification_report.txt,outputs/experiments/uci_har/seed_2026/lstm/adaptive_ldp/fixed_attacker/classification_report.txt,copy,Normalize main matrix artifact.,184
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/adaptive_ldp/fixed_attacker/trace.json,outputs/experiments/uci_har/seed_2026/lstm/adaptive_ldp/fixed_attacker/trace.json,copy,Normalize main matrix artifact.,393
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/adaptive_ldp/fixed_attacker/defense_report.json,outputs/experiments/uci_har/seed_2026/lstm/adaptive_ldp/fixed_attacker/defense_report.json,copy,Normalize main matrix artifact.,2083
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/adaptive_ldp/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/lstm/adaptive_ldp/fixed_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,2075
generated,outputs/experiments/uci_har/seed_2026/lstm/adaptive_ldp/fixed_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/adaptive_ldp/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/lstm/adaptive_ldp/retrain_attacker/confusion.json,copy,Normalize main matrix artifact.,2079
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/adaptive_ldp/retrain_attacker/classification_report.txt,outputs/experiments/uci_har/seed_2026/lstm/adaptive_ldp/retrain_attacker/classification_report.txt,copy,Normalize main matrix artifact.,186
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/adaptive_ldp/retrain_attacker/trace.json,outputs/experiments/uci_har/seed_2026/lstm/adaptive_ldp/retrain_attacker/trace.json,copy,Normalize main matrix artifact.,397
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/adaptive_ldp/retrain_attacker/defense_report.json,outputs/experiments/uci_har/seed_2026/lstm/adaptive_ldp/retrain_attacker/defense_report.json,copy,Normalize main matrix artifact.,2083
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/adaptive_ldp/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/lstm/adaptive_ldp/retrain_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,2079
generated,outputs/experiments/uci_har/seed_2026/lstm/adaptive_ldp/retrain_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/ldp/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/lstm/ldp/fixed_attacker/confusion.json,copy,Normalize main matrix artifact.,2049
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/ldp/fixed_attacker/classification_report.txt,outputs/experiments/uci_har/seed_2026/lstm/ldp/fixed_attacker/classification_report.txt,copy,Normalize main matrix artifact.,175
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/ldp/fixed_attacker/trace.json,outputs/experiments/uci_har/seed_2026/lstm/ldp/fixed_attacker/trace.json,copy,Normalize main matrix artifact.,375
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/ldp/fixed_attacker/defense_report.json,outputs/experiments/uci_har/seed_2026/lstm/ldp/fixed_attacker/defense_report.json,copy,Normalize main matrix artifact.,2054
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/ldp/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/lstm/ldp/fixed_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,2049
generated,outputs/experiments/uci_har/seed_2026/lstm/ldp/fixed_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/ldp/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/lstm/ldp/retrain_attacker/confusion.json,copy,Normalize main matrix artifact.,2052
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/ldp/retrain_attacker/classification_report.txt,outputs/experiments/uci_har/seed_2026/lstm/ldp/retrain_attacker/classification_report.txt,copy,Normalize main matrix artifact.,177
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/ldp/retrain_attacker/trace.json,outputs/experiments/uci_har/seed_2026/lstm/ldp/retrain_attacker/trace.json,copy,Normalize main matrix artifact.,379
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/ldp/retrain_attacker/defense_report.json,outputs/experiments/uci_har/seed_2026/lstm/ldp/retrain_attacker/defense_report.json,copy,Normalize main matrix artifact.,2054
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/ldp/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/lstm/ldp/retrain_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,2052
generated,outputs/experiments/uci_har/seed_2026/lstm/ldp/retrain_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/noise/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/lstm/noise/fixed_attacker/confusion.json,copy,Normalize main matrix artifact.,2013
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/noise/fixed_attacker/classification_report.txt,outputs/experiments/uci_har/seed_2026/lstm/noise/fixed_attacker/classification_report.txt,copy,Normalize main matrix artifact.,177
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/noise/fixed_attacker/trace.json,outputs/experiments/uci_har/seed_2026/lstm/noise/fixed_attacker/trace.json,copy,Normalize main matrix artifact.,379
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/noise/fixed_attacker/defense_report.json,outputs/experiments/uci_har/seed_2026/lstm/noise/fixed_attacker/defense_report.json,copy,Normalize main matrix artifact.,2091
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/noise/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/lstm/noise/fixed_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,2013
generated,outputs/experiments/uci_har/seed_2026/lstm/noise/fixed_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/noise/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/lstm/noise/retrain_attacker/confusion.json,copy,Normalize main matrix artifact.,2075
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/noise/retrain_attacker/classification_report.txt,outputs/experiments/uci_har/seed_2026/lstm/noise/retrain_attacker/classification_report.txt,copy,Normalize main matrix artifact.,179
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/noise/retrain_attacker/trace.json,outputs/experiments/uci_har/seed_2026/lstm/noise/retrain_attacker/trace.json,copy,Normalize main matrix artifact.,383
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/noise/retrain_attacker/defense_report.json,outputs/experiments/uci_har/seed_2026/lstm/noise/retrain_attacker/defense_report.json,copy,Normalize main matrix artifact.,2091
outputs/defense/final_thesis/real/uci_har/seed_2026/lstm/noise/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/lstm/noise/retrain_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,2075
generated,outputs/experiments/uci_har/seed_2026/lstm/noise/retrain_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/real_public_benchmark/uci_har/seed_2026/adaptive_ldp/json_reports/mlp_baseline_confusion_test.json,outputs/experiments/uci_har/seed_2026/mlp/baseline/baseline_confusion.json,copy,Normalize baseline confusion file.,2069
outputs/defense/real_public_benchmark/uci_har/seed_2026/adaptive_ldp/json_reports/mlp_baseline_confusion_test.json,outputs/experiments/uci_har/seed_2026/mlp/baseline/baseline_metrics.json,copy,Use baseline confusion metrics as baseline metrics artifact.,2069
generated,outputs/experiments/uci_har/seed_2026/mlp/baseline/baseline_classification_report.txt,write,Write derived baseline report from existing metrics.,0
generated,outputs/experiments/uci_har/seed_2026/mlp/baseline/source_manifest.json,write,Write baseline source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/adaptive_ldp/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/mlp/adaptive_ldp/fixed_attacker/confusion.json,copy,Normalize main matrix artifact.,1505
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/adaptive_ldp/fixed_attacker/classification_report.txt,outputs/experiments/uci_har/seed_2026/mlp/adaptive_ldp/fixed_attacker/classification_report.txt,copy,Normalize main matrix artifact.,183
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/adaptive_ldp/fixed_attacker/trace.json,outputs/experiments/uci_har/seed_2026/mlp/adaptive_ldp/fixed_attacker/trace.json,copy,Normalize main matrix artifact.,392
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/adaptive_ldp/fixed_attacker/defense_report.json,outputs/experiments/uci_har/seed_2026/mlp/adaptive_ldp/fixed_attacker/defense_report.json,copy,Normalize main matrix artifact.,2083
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/adaptive_ldp/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/mlp/adaptive_ldp/fixed_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,1505
generated,outputs/experiments/uci_har/seed_2026/mlp/adaptive_ldp/fixed_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/adaptive_ldp/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/mlp/adaptive_ldp/retrain_attacker/confusion.json,copy,Normalize main matrix artifact.,2076
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/adaptive_ldp/retrain_attacker/classification_report.txt,outputs/experiments/uci_har/seed_2026/mlp/adaptive_ldp/retrain_attacker/classification_report.txt,copy,Normalize main matrix artifact.,185
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/adaptive_ldp/retrain_attacker/trace.json,outputs/experiments/uci_har/seed_2026/mlp/adaptive_ldp/retrain_attacker/trace.json,copy,Normalize main matrix artifact.,396
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/adaptive_ldp/retrain_attacker/defense_report.json,outputs/experiments/uci_har/seed_2026/mlp/adaptive_ldp/retrain_attacker/defense_report.json,copy,Normalize main matrix artifact.,2083
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/adaptive_ldp/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/mlp/adaptive_ldp/retrain_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,2076
generated,outputs/experiments/uci_har/seed_2026/mlp/adaptive_ldp/retrain_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/ldp/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/mlp/ldp/fixed_attacker/confusion.json,copy,Normalize main matrix artifact.,1486
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/ldp/fixed_attacker/classification_report.txt,outputs/experiments/uci_har/seed_2026/mlp/ldp/fixed_attacker/classification_report.txt,copy,Normalize main matrix artifact.,174
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/ldp/fixed_attacker/trace.json,outputs/experiments/uci_har/seed_2026/mlp/ldp/fixed_attacker/trace.json,copy,Normalize main matrix artifact.,374
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/ldp/fixed_attacker/defense_report.json,outputs/experiments/uci_har/seed_2026/mlp/ldp/fixed_attacker/defense_report.json,copy,Normalize main matrix artifact.,2054
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/ldp/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/mlp/ldp/fixed_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,1486
generated,outputs/experiments/uci_har/seed_2026/mlp/ldp/fixed_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/ldp/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/mlp/ldp/retrain_attacker/confusion.json,copy,Normalize main matrix artifact.,2087
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/ldp/retrain_attacker/classification_report.txt,outputs/experiments/uci_har/seed_2026/mlp/ldp/retrain_attacker/classification_report.txt,copy,Normalize main matrix artifact.,176
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/ldp/retrain_attacker/trace.json,outputs/experiments/uci_har/seed_2026/mlp/ldp/retrain_attacker/trace.json,copy,Normalize main matrix artifact.,378
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/ldp/retrain_attacker/defense_report.json,outputs/experiments/uci_har/seed_2026/mlp/ldp/retrain_attacker/defense_report.json,copy,Normalize main matrix artifact.,2054
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/ldp/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/mlp/ldp/retrain_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,2087
generated,outputs/experiments/uci_har/seed_2026/mlp/ldp/retrain_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/noise/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/mlp/noise/fixed_attacker/confusion.json,copy,Normalize main matrix artifact.,1659
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/noise/fixed_attacker/classification_report.txt,outputs/experiments/uci_har/seed_2026/mlp/noise/fixed_attacker/classification_report.txt,copy,Normalize main matrix artifact.,176
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/noise/fixed_attacker/trace.json,outputs/experiments/uci_har/seed_2026/mlp/noise/fixed_attacker/trace.json,copy,Normalize main matrix artifact.,378
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/noise/fixed_attacker/defense_report.json,outputs/experiments/uci_har/seed_2026/mlp/noise/fixed_attacker/defense_report.json,copy,Normalize main matrix artifact.,2091
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/noise/fixed_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/mlp/noise/fixed_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,1659
generated,outputs/experiments/uci_har/seed_2026/mlp/noise/fixed_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/noise/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/mlp/noise/retrain_attacker/confusion.json,copy,Normalize main matrix artifact.,2060
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/noise/retrain_attacker/classification_report.txt,outputs/experiments/uci_har/seed_2026/mlp/noise/retrain_attacker/classification_report.txt,copy,Normalize main matrix artifact.,178
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/noise/retrain_attacker/trace.json,outputs/experiments/uci_har/seed_2026/mlp/noise/retrain_attacker/trace.json,copy,Normalize main matrix artifact.,382
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/noise/retrain_attacker/defense_report.json,outputs/experiments/uci_har/seed_2026/mlp/noise/retrain_attacker/defense_report.json,copy,Normalize main matrix artifact.,2091
outputs/defense/final_thesis/real/uci_har/seed_2026/mlp/noise/retrain_attacker/confusion.json,outputs/experiments/uci_har/seed_2026/mlp/noise/retrain_attacker/metrics.json,copy,Expose defended confusion metrics under standard metrics.json.,2060
generated,outputs/experiments/uci_har/seed_2026/mlp/noise/retrain_attacker/source_manifest.json,write,Write main matrix source manifest.,0
outputs/defense/real_public_benchmark/kasteren/seed_42/adaptive_ldp/json_reports/lstm_baseline_confusion_test.json,outputs/experiments/kasteren/seed_42/lstm/baseline/baseline_confusion.json,copy,Normalize baseline confusion file.,33090
outputs/defense/real_public_benchmark/kasteren/seed_42/adaptive_ldp/json_reports/lstm_baseline_confusion_test.json,outputs/experiments/kasteren/seed_42/lstm/baseline/baseline_metrics.json,copy,Use baseline confusion metrics as baseline metrics artifact.,33090
generated,outputs/experiments/kasteren/seed_42/lstm/baseline/baseline_classification_report.txt,write,Write derived baseline report from existing metrics.,0
generated,outputs/experiments/kasteren/seed_42/lstm/baseline/source_manifest.json,write,Write baseline source manifest.,0
outputs/defense/final_thesis/real/kasteren/seed_42/lstm/adaptive_ldp/fixed_attacker/confusion.json,outputs/experiments/kasteren/seed_42/lstm/adaptive_ldp/fixed_attacker/confusion.json,copy,Normalize main matrix artifact.,33051
outputs/defense/final_thesis/real/kasteren/seed_42/lstm/adaptive_ldp/fixed_attacker/classification_report.txt,outputs/experiments/kasteren/seed_42/lstm/adaptive_ldp/fixed_attacker/classification_report.txt,copy,Normalize main matrix artifact.,183
outputs/defense/final_thesis/real/kasteren/seed_42/lstm/adaptive_ldp/fixed_attacker/trace.json,outputs/experiments/kasteren/seed_42/lstm/adaptive_ldp/fixed_attacker/trace.json,copy,Normalize main matrix artifact.,391
